DATE,YEAR,DIST,LOCATION,R,S,L,AGE
04/05/2003,2003,19,1429 N. Hobart St.,B,M,N,16
04/05/2003,2003,16,3400 Mt. Vernon St.,B,M,N,19
04/06/2003,2003,17,2200 Titan St.,B,M,N,20
04/06/2003,2003,14,124 E. Duval St.,B,M,N,40
04/06/2003,2003,01,2100 Sigel St.,B,M,N,25
04/06/2003,2003,19,5200 Girard Ave.,B,M,N,18
04/06/2003,2003,17,2200 Titan St.,B,F,N,26
04/06/2003,2003,01,1817 S. 17th St.,B,M,N,29
04/06/2003,2003,01,1817 S. 17th St.,B,M,N,22
04/06/2003,2003,22,2500 Glenwood St.,B,M,N,38
04/08/2003,2003,17,1500 S. Taney St.,B,M,N,26
04/08/2003,2003,39,4400 Bancroft St.,B,M,N,36
04/08/2003,2003,12,5428 Chester Ave.,B,M,N,21
04/08/2003,2003,39,5200 Pulaski Ave.,B,M,N,23
04/09/2003,2003,35,300 W. Ruscomb St.,B,M,N,14
04/10/2003,2003,18,55th&Pemberton Sts.,B,M,N,22
04/10/2003,2003,12,8109 Lyons Ave.,B,M,N,20
04/10/2003,2003,35,1201 Wagner St.,B,M,N,21
04/10/2003,2003,25,175 W. Lehigh Ave.,W,M,Y,19
04/11/2003,2003,02,4200 Roos.Blvd.,A,M,N,30
04/11/2003,2003,04,1920 S.Chris.Colum.,B,M,N,72
04/11/2003,2003,23,1700 N. 19th St.,B,M,N,50
04/12/2003,2003,14,Duval & G-Town Ave,B,M,N,24
04/12/2003,2003,15,7601 Frankford Ave.,I,M,N,31
04/12/2003,2003,01,2100 S. 28th St.,W,M,N,20
04/12/2003,2003,39,2104 W. Venango St.,B,F,N,72
04/12/2003,2003,12,6151 Reedland St.,B,M,N,28
04/12/2003,2003,35,1127 W. Loudon St.,B,M,N,18
04/13/2003,2003,22,2229 Fontain St.,B,M,N,19
04/13/2003,2003,06,600 Spring Garden,B,M,N,28
04/13/2003,2003,22,2600 N. 30th St.,B,M,N,36
04/13/2003,2003,26,2535 N. 7th St.,B,M,N,20
04/13/2003,2003,35,1849 Champlost St.,B,M,N,42
04/13/2003,2003,39,4400 Clarissa St.,B,M,N,25
04/13/2003,2003,14,1100 Woodlawn St.,B,M,N,39
04/13/2003,2003,12,5100Warrington Ave,B,M,N,21
04/14/2003,2003,03,400 Bainbridge St.,B,M,N,29
04/14/2003,2003,24,1835 Lippincott St.,W,M,Y,18
04/14/2003,2003,06,52nd S. 2nd St.,B,M,N,46
04/14/2003,2003,39,2100 Cambria St.,B,M,N,16
04/15/2003,2003,14,1967 74th Ave.,B,M,N,20
04/15/2003,2003,22,Glenwood&Berks Sts,B,M,N,25
04/15/2003,2003,14,2300 N. 78th Ave.,B,M,N,17
04/15/2003,2003,25,641 E. Westmoreland,B,M,N,24
04/15/2003,2003,26,983 N. 5th St.,W,M,Y,74
04/15/2003,2003,18,5853 Ellsworth St.,B,M,N,26
04/15/2003,2003,24,Dungan & Lycoming,W,M,Y,20
04/15/2003,2003,03,1200 Wharton St.,W,M,N,19
04/15/2003,2003,22,Glenwood&Berks Sts,B,M,N,28
04/15/2003,2003,17,1600 S. Bancroft St.,B,M,N,19
04/16/2003,2003,16,900 N. 46th St.,B,M,N,50
04/16/2003,2003,24,400 E. Auburn St.,B,M,N,30
04/17/2003,2003,12,6900 Elmwood Ave.,B,M,N,17
04/17/2003,2003,19,300 N. 55th St.,B,M,N,58
04/18/2003,2003,25,3600 Germantown,B,M,N,21
04/18/2003,2003,15,6901 Frankford Ave.,W,M,N,24
04/19/2003,2003,04,1716 S. 4th St.,B,M,N,16
04/19/2003,2003,24,835 E.Allegheny Ave,W,M,Y,31
04/19/2003,2003,25,619 W. Tioga St.,W,M,Y,21
04/19/2003,2003,25,A & Westmoreland,B,M,N,19
04/19/2003,2003,14,5708 Germantown,B,M,N,26
04/19/2003,2003,24,835 E.Allegheny Ave,W,M,Y,25
04/19/2003,2003,22,2200 N. 20th St.,B,M,N,32
04/20/2003,2003,39,1700 Ontario St.,W,M,Y,23
04/20/2003,2003,22,33rd & York Sts.,B,M,N,22
04/20/2003,2003,16,5000 Westminster,B,M,N,15
04/20/2003,2003,25,7th & Pike Sts.,W,M,Y,23
04/20/2003,2003,14,Morton & Duval Sts.,B,M,N,17
04/20/2003,2003,25,Reese & Pike Sts.,W,M,Y,21
04/20/2003,2003,35,237 W. Olney Ave.,B,F,N,18
04/21/2003,2003,19,6000 Market St.,B,M,N,26
04/21/2003,2003,19,1400 N. 51st St.,B,M,N,22
04/22/2003,2003,19,1500 N. Redfield St.,B,M,N,26
04/22/2003,2003,19,1500 N. Redfield St.,B,F,N,30
04/22/2003,2003,12,66th & Buist Ave.,B,M,N,17
04/22/2003,2003,22,1520 W. Diamond St.,B,M,N,17
04/23/2003,2003,12,56th & Pentridge Sts.,B,M,N,40
04/24/2003,2003,24,2925 A St.,W,M,Y,13
04/24/2003,2003,12,6200 Woodland Ave.,B,M,N,31
04/24/2003,2003,39,1515 W. Allegheny,B,M,N,28
04/25/2003,2003,22,2421 N. Natrona St.,B,M,N,28
04/25/2003,2003,39,2200 W.Somerset St,B,M,N,16
04/25/2003,2003,22,2421 N. Natrona St.,B,M,N,22
04/25/2003,2003,39,Bonsall & Somerset,B,M,N,23
04/26/2003,2003,25,500 W. Willard St.,W,M,Y,17
04/26/2003,2003,12,1327 S. Wilton St.,B,M,N,26
04/26/2003,2003,26,1715 N. Marshall St.,B,M,N,40
04/26/2003,2003,24,D & Allegheny Ave.,W,M,N,25
04/26/2003,2003,39,5550 Wayne Ave.,B,M,N,22
04/27/2003,2003,19,6647 Haverford Ave,B,M,N,15
04/27/2003,2003,19,Parkside&Wynnefield,B,M,N,31
04/27/2003,2003,12,5515 Upland St.,B,F,N,21
04/27/2003,2003,23,2200 CB Moore Ave.,B,M,N,17
04/28/2003,2003,19,252 N. 52nd St.,B,M,N,34
04/28/2003,2003,26,1800 N. Delhi St.,B,M,N,24
04/28/2003,2003,26,1800 N. Delhi St.,B,M,N,22
04/28/2003,2003,18,6222 Carpenter St.,B,M,N,28
04/28/2003,2003,04,500 Dudley St.,B,M,N,31
04/28/2003,2003,17,745 S. 21st St.,B,M,N,17
04/28/2003,2003,17,745 S. 21st St.,B,M,N,14
04/29/2003,2003,35,6000 A St.,B,M,N,20
04/29/2003,2003,12,5000 Woodland Ave,B,M,N,18
04/29/2003,2003,19,1901 N. 52nd St.,B,M,N,19
04/29/2003,2003,23,2442 W. CB Moore,B,F,N,18
04/29/2003,2003,35,6000 A St.,B,M,N,28
04/30/2003,2003,15,1702 Brill St.,B,M,N,29
04/30/2003,2003,35,243 W. Olney Ave.,B,M,N,22
04/30/2003,2003,26,2549 N. Palethorp St.,W,M,Y,15
04/30/2003,2003,18,5000 Hazel Ave.,B,M,N,15
05/01/2003,2003,22,1000 W. Nevada St.,B,M,N,22
05/01/2003,2003,17,1546 S. Stanley St.,B,M,N,17
05/01/2003,2003,17,1546 S. Stanley St.,B,M,N,21
05/01/2003,2003,25,2900 N. Palethorp St.,W,M,Y,23
05/02/2003,2003,24,1843 E. Monmouth St.,W,F,Y,19
05/02/2003,2003,12,5000 Willows Ave.,B,F,N,15
05/02/2003,2003,26,2538 Sepviva St.,W,M,N,24
05/02/2003,2003,15,5033 Duffield St.,B,M,N,24
05/02/2003,2003,19,5706 Arch St.,B,M,N,24
05/02/2003,2003,22,1200 Dauphin St.,B,M,N,20
05/03/2003,2003,35,10th & Wagner Sts.,B,M,N,19
05/03/2003,2003,16,1100 N. 39th St.,B,F,N,17
05/03/2003,2003,39,2925 N. Bonsall St.,B,M,N,19
05/04/2003,2003,25,3600 N. 6th St.,W,M,Y,14
05/04/2003,2003,25,900 W. Erie Ave.,B,M,N,23
05/04/2003,2003,22,2200 W. York St.,B,M,N,23
05/04/2003,2003,25,4000 N. Fairhill St.,W,M,Y,18
05/05/2003,2003,22,2300 Cleveland St.,B,M,N,41
05/05/2003,2003,18,241 S. Ithan St.,B,M,N,27
05/05/2003,2003,12,5501 Litchfield St.,B,M,N,21
05/05/2003,2003,35,6133 Beechwood St,B,M,N,37
05/05/2003,2003,18,6006 Chestnut St.,B,M,N,31
05/06/2003,2003,35,6608 N. 12th St.,B,M,N,27
05/08/2003,2003,17,1300 Pt. Breeze Ave,B,M,N,35
05/08/2003,2003,12,2700 S. 82nd St.,B,M,N,47
05/08/2003,2003,22,1846 N. 23rd St.,B,F,N,50
05/08/2003,2003,22,1846 N. 23rd St.,B,M,N,32
05/08/2003,2003,22,2900 Susquehanna,B,M,N,23
05/08/2003,2003,23,26th & Thompson Sts,B,M,N,20
05/09/2003,2003,16,719 N. 40th St.,B,M,N,61
05/09/2003,2003,35,Broad&Stenton Ave.,B,M,N,36
05/10/2003,2003,14,8417 Michener St.,B,M,N,20
05/10/2003,2003,39,1607 W. Tioga St.,B,M,N,39
05/11/2003,2003,15,4500 Fisher's La.,B,M,N,38
05/11/2003,2003,12,61st & Woodland Sts.,B,M,N,22
05/11/2003,2003,23,21st & Oxford Sts.,B,M,N,37
05/11/2003,2003,14,75th & Ogontz Ave.,B,M,N,19
05/11/2003,2003,16,40th & Poplar Sts.,B,M,N,33
05/11/2003,2003,22,2600 N. 13th St.,B,M,N,26
05/11/2003,2003,26,900 N.Delaware Ave,B,M,N,21
05/12/2003,2003,25,500 W.Wingohocking,B,M,N,21
05/12/2003,2003,22,2200 Berks St.,B,M,N,23
05/12/2003,2003,39,2825 Chalmers St.,B,F,N,38
05/12/2003,2003,22,1600 W. Lehigh Ave.,B,M,N,19
05/12/2003,2003,39,4925 Wayne Ave.,B,M,N,28
05/13/2003,2003,22,2400 W. Edgley St.,B,M,N,31
05/13/2003,2003,09,1800 Fairmount Ave.,B,M,N,19
05/13/2003,2003,18,6015 Baltimore Ave.,B,M,N,21
05/14/2003,2003,19,6313 Drexel St.,W,F,N,48
05/14/2003,2003,06,840 N. Orianna St.,B,M,N,53
05/14/2003,2003,19,1917 N. 54th St.,B,M,N,23
05/14/2003,2003,14,7034 Louise Rd.,B,M,N,19
05/15/2003,2003,12,60th & Chester Ave.,B,M,N,20
05/15/2003,2003,17,2500 Tasker St.,B,M,N,21
05/15/2003,2003,35,3rd & Ruscomb Sts.,B,M,N,18
05/16/2003,2003,39,1705 W. Erie Ave.,B,M,N,19
05/17/2003,2003,26,2460 Germantown,B,F,N,34
05/17/2003,2003,24,800 E. Russell St.,W,M,Y,16
05/17/2003,2003,22,10th & Susqehanna,B,M,N,29
05/17/2003,2003,24,800 E. Russell St.,B,M,N,20
05/18/2003,2003,19,6403 Pearl St.,B,M,N,36
05/19/2003,2003,19,57th & Stewart Sts.,B,M,N,20
05/19/2003,2003,22,1605 W. Dauphin St.,B,F,N,25
05/19/2003,2003,39,3300 N. 20th St.,B,M,N,32
05/19/2003,2003,19,57th & Stewart Sts.,B,M,N,16
05/19/2003,2003,23,2800 W. Oxford St.,B,M,N,30
05/20/2003,2003,39,3500 Ridge Ave.,B,M,N,27
05/20/2003,2003,17,1900 Christian St.,B,M,N,22
05/20/2003,2003,23,1201 N. Broad St.,B,M,N,22
05/20/2003,2003,02,2131 Glenview St.,B,M,N,20
05/20/2003,2003,35,1000 W. Ruscomb St,B,M,N,41
05/21/2003,2003,12,7200 Saybrook Ave.,B,M,N,17
05/21/2003,2003,12,7200 Saybrook Ave.,B,M,N,19
05/21/2003,2003,14,2706 Cheltenham,B,M,N,25
05/22/2003,2003,35,1000 W. Champlost,B,M,N,20
05/22/2003,2003,35,5600 Ogontz Ave.,B,M,N,29
05/22/2003,2003,35,5800 Mascher St.,B,M,N,19
05/22/2003,2003,18,5936 Market St.,B,M,N,32
05/23/2003,2003,19,52nd & Jefferson Sts,B,M,N,44
05/23/2003,2003,14,828 E. Price St.,B,M,N,16
05/23/2003,2003,26,600 W. Montgomery,B,M,N,20
05/23/2003,2003,25,4600 Mascher St.,B,M,N,24
05/24/2003,2003,24,2100 E. Cambria St.,B,M,N,24
05/24/2003,2003,22,1900 Croskey St.,B,M,N,32
05/24/2003,2003,12,60th & Greenway,B,M,N,18
05/24/2003,2003,14,123 E.Pastorius St.,B,M,N,25
05/24/2003,2003,01,2015 Penrose Ave.,B,M,N,45
05/24/2003,2003,14,123 E.Pastorius St.,B,M,N,27
05/24/2003,2003,35,1201 W. Lindley Ave,B,M,N,19
05/25/2003,2003,12,5401 Eastwick St.,B,M,N,18
05/25/2003,2003,26,600 W. Montgomery,B,M,N,20
05/25/2003,2003,14,7300 Ogontz Ave.,B,M,N,24
05/25/2003,2003,17,1551 S. Taney St.,B,M,N,26
05/25/2003,2003,12,5503 Willows St.,B,M,N,30
05/25/2003,2003,25,3400 N. Dillman St.,B,M,N,23
05/25/2003,2003,12,5503 Willows St.,B,M,N,27
05/26/2003,2003,17,2800 Graysferry,B,M,N,27
05/26/2003,2003,22,25th & Dauphin Sts.,B,M,N,43
05/26/2003,2003,09,1625 Swain St.,B,M,N,31
05/26/2003,2003,39,4141 Ridge Ave.,W,F,N,23
05/27/2003,2003,12,5524 Elliott St.,B,M,N,29
05/27/2003,2003,39,2827 Taylor St.,B,M,N,26
05/27/2003,2003,19,5008 Thompson St.,B,M,N,24
05/27/2003,2003,16,4900 Aspen St.,B,M,N,23
05/28/2003,2003,02,900 Anchor St.,B,M,N,31
05/28/2003,2003,14,6322 Chew Ave.,B,M,N,21
05/28/2003,2003,23,1500 N. 20th St.,B,M,N,35
05/28/2003,2003,12,1147 S. Ruby St.,B,F,N,47
05/28/2003,2003,25,3055 N. 8th St.,B,M,N,42
05/28/2003,2003,25,400 E.Westmoreland,B,M,N,34
05/28/2003,2003,25,2836 N. Mascher St.,B,M,N,23
05/29/2003,2003,19,60th & Market Sts.,B,M,N,33
05/29/2003,2003,22,1529 W. Fontain St.,B,M,N,27
05/29/2003,2003,25,4827 Rising Sun Ave,B,M,N,23
05/29/2003,2003,02,1210 St. Vincent St.,B,M,N,28
05/30/2003,2003,18,55th & Market Sts.,B,M,N,18
05/30/2003,2003,22,2100 N. 31st St.,B,M,N,32
05/30/2003,2003,17,1821 Latona St.,B,M,N,39
05/30/2003,2003,19,5236 Jefferson St.,B,M,N,19
05/30/2003,2003,22,2400 Berks St.,B,M,N,23
05/30/2003,2003,19,5236 Jefferson St.,B,M,N,16
05/30/2003,2003,19,5400 Market St.,B,M,N,18
05/31/2003,2003,25,2700 Mutter St.,W,F,Y,48
05/31/2003,2003,25,900 W. Clearfield St.,B,M,N,33
05/31/2003,2003,26,714 W. York St.,B,M,N,15
05/31/2003,2003,25,300 E. Ontario St.,B,M,N,30
05/31/2003,2003,25,1200 W.Lycoming St,B,M,N,24
06/01/2003,2003,03,5th & Tasker Sts.,A,M,N,17
06/01/2003,2003,24,666 E.Allegheny Ave,W,F,Y,18
06/01/2003,2003,03,5th & Tasker Sts.,A,F,N,19
06/01/2003,2003,03,5th & Tasker Sts.,A,M,N,17
06/02/2003,2003,18,141 S. 53rd St.,B,M,N,40
06/02/2003,2003,18,252 S. Alden St.,B,M,N,20
06/02/2003,2003,06,100 Fairmount Ave.,B,M,N,18
06/02/2003,2003,01,2000 Sigel St.,B,M,N,31
06/02/2003,2003,18,141 S. 53rd St.,B,M,N,43
06/02/2003,2003,19,5107 Girard Ave.,B,M,N,22
06/02/2003,2003,18,5635 Washington,B,M,N,51
06/02/2003,2003,14,2468 76th Ave.,B,M,N,23
06/03/2003,2003,12,5332 Malcolm St.,B,M,N,27
06/03/2003,2003,22,2429 N. Garnet St.,B,M,N,37
06/03/2003,2003,22,2429 N. Garnet St.,B,M,N,37
06/03/2003,2003,23,2600 W. Thompson,B,M,N,25
06/03/2003,2003,22,2400 W. Sergeant St,B,M,N,35
06/04/2003,2003,35,6200 Bouvier St.,B,M,N,31
06/04/2003,2003,35,5023 N. 8th St.,B,M,N,33
06/04/2003,2003,23,1904 W. Ingersol St.,B,M,N,31
06/04/2003,2003,01,2300 Snyder Ave.,B,M,N,47
06/04/2003,2003,35,5023 N. 8th St.,B,F,N,33
06/04/2003,2003,26,2138 Franklin St.,B,M,N,19
06/05/2003,2003,39,149 Apsley St.,B,M,N,23
06/05/2003,2003,17,2900 Grays Ferry,B,M,N,25
06/05/2003,2003,25,3401 N. Broad St.,W,M,Y,42
06/05/2003,2003,23,1521 Cambridge St.,B,M,N,59
06/05/2003,2003,35,208 E. Albanus St.,B,M,N,31
06/05/2003,2003,01,28th & Jackson Sts.,B,M,N,21
06/05/2003,2003,12,1900 S.Edgewood,B,M,N,31
06/06/2003,2003,39,24th & Somerset Sts.,B,F,N,12
06/06/2003,2003,18,408 S. 54th St.,B,F,N,20
06/06/2003,2003,14,5600 Stokes St.,B,M,N,32
06/06/2003,2003,19,1 N. Dewey St.,B,M,N,21
06/06/2003,2003,14,5840 Magnolia St.,B,M,N,17
06/06/2003,2003,18,6022 Washington,B,M,N,83
06/06/2003,2003,39,24th & Somerset Sts.,B,M,N,24
06/06/2003,2003,12,2047 S. 56th St.,B,M,N,35
06/07/2003,2003,14,301 Sharpnack St.,B,M,N,44
06/07/2003,2003,22,2212 N. 23rd St.,B,M,N,29
06/07/2003,2003,23,1300 Hollywood St.,B,M,N,23
06/08/2003,2003,06,700 Spring Garden,B,M,N,22
06/09/2003,2003,12,58th & Belmar Sts.,B,M,N,23
06/09/2003,2003,14,74th & Andrews,B,M,N,32
06/09/2003,2003,12,4930 Paschall Ave.,B,M,N,30
06/09/2003,2003,14,7700 Ogontz Ave.,B,M,N,22
06/09/2003,2003,12,4917 Warrington St.,B,M,N,23
06/09/2003,2003,14,Temple & Sharpknack,B,M,N,23
06/09/2003,2003,14,74th & Andrews,B,M,N,27
06/09/2003,2003,02,5500 Sumerdale Ave,B,M,N,22
06/09/2003,2003,35,5965 Kemble Ave.,B,M,N,18
06/10/2003,2003,19,5400 Pennsgrove,B,M,N,24
06/10/2003,2003,39,170 E. Seymour St.,B,M,N,31
06/10/2003,2003,35,5027 N. Franklin St.,B,M,N,19
06/10/2003,2003,35,1300 Windrim St.,B,M,N,40
06/10/2003,2003,35,5027 N. Franklin St.,W,M,N,61
06/10/2003,2003,23,1500 N. Woodstock,B,M,N,30
06/10/2003,2003,23,2439 W. Thompson,B,M,N,35
06/10/2003,2003,35,5228 N. 2nd St.,B,M,N,22
06/11/2003,2003,14,8010 Michener St.,B,M,N,17
06/12/2003,2003,25,3157 N. 7th St.,B,M,N,22
06/12/2003,2003,24,3235 Memphis St.,W,F,N,45
06/13/2003,2003,01,1900 S. Hemberger,B,M,N,19
06/13/2003,2003,24,2000 Orleans St.,W,F,N,46
06/13/2003,2003,24,1907 Venango St.,B,M,N,27
06/13/2003,2003,18,21 S. 56th St.,B,M,N,35
06/14/2003,2003,22,1528 W. Diamond St.,B,M,N,30
06/14/2003,2003,25,Reese&Hunting Park,B,F,N,19
06/14/2003,2003,23,3200 C.B.Moore Ave,B,M,N,35
06/14/2003,2003,16,51st & Arch Sts.,B,M,N,14
06/14/2003,2003,01,2810 Jackson St.,B,M,N,27
06/15/2003,2003,23,22nd & C.B.Moore,B,M,N,21
06/15/2003,2003,23,22nd & C.B.Moore,B,M,N,20
06/15/2003,2003,18,50th & Catherine Sts.,B,M,N,25
06/15/2003,2003,04,1000 Packer Ave.,B,M,N,25
06/15/2003,2003,12,7100 Dicks Ave.,B,M,N,23
06/15/2003,2003,25,4600 Hurley St.,B,F,N,20
06/15/2003,2003,18,50th & Catherine Sts.,B,M,N,23
06/16/2003,2003,17,2300 Tasker St.,B,M,N,29
06/16/2003,2003,26,400 E. Girard Ave.,W,M,N,27
06/17/2003,2003,12,1800 S. Cecil St.,B,F,N,16
06/17/2003,2003,19,5300 Arch St.,B,M,N,29
06/17/2003,2003,09,2700 Poplar St.,W,M,N,24
06/17/2003,2003,19,106 N. 54th St.,B,F,N,40
06/17/2003,2003,16,257 N. 52nd St.,B,M,N,30
06/18/2003,2003,24,1931 E. Orleans St.,B,M,N,35
06/18/2003,2003,39,2813 Bambrey St.,B,M,N,25
06/19/2003,2003,14,100 E Walnut St.,B,M,N,31
06/19/2003,2003,15,1650 Granite St.,B,M,N,3
06/19/2003,2003,24,3300 H St.,B,M,N,20
06/19/2003,2003,12,1610 S. Yewdall St.,B,F,N,20
06/19/2003,2003,05,4328 Flemming St.,B,M,N,23
06/20/2003,2003,01,2618 Jackson St.,B,M,N,45
06/20/2003,2003,17,1400 Point Breeze,B,M,N,27
06/20/2003,2003,17,1700 Patton Dr.,B,M,N,15
06/20/2003,2003,35,Broad & Belfield Sts.,B,M,N,49
06/21/2003,2003,12,6300 Lindbergh Blvd,B,M,N,18
06/21/2003,2003,14,Lober St. & Wash. La,B,M,N,28
06/21/2003,2003,19,1600 Robinson St.,B,M,N,16
06/21/2003,2003,23,1500 N. 10th St.,B,M,N,24
06/21/2003,2003,14,184 E. Sharpnack St.,B,F,N,27
06/22/2003,2003,26,5th St. & Lehigh Ave.,W,M,Y,33
06/22/2003,2003,03,900 S. 5th St.,B,F,N,39
06/22/2003,2003,03,1123 Montrose St.,B,M,N,18
06/22/2003,2003,23,3100 Girard Ave.,B,M,N,27
06/22/2003,2003,26,5th & Diamond Sts.,W,M,Y,58
06/22/2003,2003,14,2444 76th Ave.,B,M,N,23
06/22/2003,2003,03,900 S. 5th St.,B,M,N,28
06/22/2003,2003,22,2500 N. 27th St.,B,M,N,19
06/22/2003,2003,25,3529 N. Kip St.,W,M,Y,27
06/22/2003,2003,03,1123 Montrose St.,B,M,N,19
06/22/2003,2003,35,Church & Wister St.,B,M,N,16
06/24/2003,2003,12,52nd & Chester Ave.,B,M,N,19
06/24/2003,2003,04,600 Hoffman St.,B,M,N,20
06/24/2003,2003,15,4800 Darrah St.,B,M,N,29
06/24/2003,2003,18,100 S. 57th St.,B,M,N,20
06/24/2003,2003,03,1300 Christian St.,B,M,N,21
06/24/2003,2003,03,4th & Christian Sts.,B,M,N,23
06/24/2003,2003,23,2700 W.Montgomery,B,M,N,16
06/24/2003,2003,03,4th & Christian Sts.,B,M,N,17
06/24/2003,2003,12,52nd & Chester Ave.,B,M,N,16
06/24/2003,2003,25,2947 N. 12th St.,B,M,N,28
06/25/2003,2003,09,110 S. 20th St.,B,M,N,45
06/25/2003,2003,14,8300 Williams St.,B,M,N,26
06/25/2003,2003,14,5501 Crowson St.,B,M,N,34
06/25/2003,2003,12,5300 Glenmore St.,B,M,N,48
06/25/2003,2003,04,125 Daly St.,W,M,N,64
06/26/2003,2003,12,2115 S. 57th St.,B,M,N,20
06/26/2003,2003,16,4200 Leidy St.,B,M,N,18
06/26/2003,2003,26,7th & Thompson Sts.,B,M,N,24
06/26/2003,2003,22,19th & York Sts.,B,M,N,56
06/27/2003,2003,23,1200 N. 16th St.,B,M,N,18
06/27/2003,2003,12,5800 Greenway St.,B,M,N,19
06/27/2003,2003,14,73rd Ave. & 19th St.,B,M,N,18
06/27/2003,2003,18,3400 W. Spruce St.,W,M,N,30
06/28/2003,2003,16,3900 Pennsgrove,B,M,N,24
06/28/2003,2003,25,900 W. Ontario St.,W,M,Y,41
06/28/2003,2003,04,400 Watkins St.,W,M,Y,36
06/28/2003,2003,15,Duffield & Pratt Sts.,W,M,N,27
06/29/2003,2003,25,700 W. Clearfield St.,W,M,Y,21
06/29/2003,2003,22,25th & Diamond Sts.,B,M,N,18
06/29/2003,2003,35,6106 N.Woodstock,B,M,N,40
06/29/2003,2003,25,Germantown & Erie,B,F,N,22
06/29/2003,2003,25,Germantown & Erie,B,M,N,41
06/29/2003,2003,01,15th & Passyunk Ave,W,M,N,28
06/29/2003,2003,35,8th & Duncannon Sts.,B,M,N,16
06/29/2003,2003,25,800 W. Lycoming St.,B,M,N,23
06/29/2003,2003,26,1517 N. Delaware,W,M,Y,32
06/30/2003,2003,35,600 E. Tabor Rd.,A,M,N,39
06/30/2003,2003,39,2006 Bellvue St.,B,F,N,30
06/30/2003,2003,22,2500 N. Myrtlewood,B,F,N,22
06/30/2003,2003,19,5400 Lansdowne,B,M,N,18
06/30/2003,2003,23,1515 Hemberger Way,B,M,N,26
06/30/2003,2003,12,5400 Willows Ave.,B,M,N,20
07/01/2003,2003,19,52 N. Salford St.,B,M,N,15
07/01/2003,2003,18,52nd & Larchwood,B,M,N,26
07/01/2003,2003,14,1310 E. Duval St.,B,M,N,32
07/01/2003,2003,15,1800 Margaret St.,B,M,N,15
07/01/2003,2003,18,1225 S. Markoe St.,B,M,N,46
07/02/2003,2003,17,1700 S. 22nd St.,B,M,N,31
07/02/2003,2003,19,6155 Nassau Rd.,B,M,N,19
07/02/2003,2003,19,6155 Nassau Rd.,B,M,N,21
07/03/2003,2003,35,4500 N. 13th St.,B,M,N,40
07/03/2003,2003,15,1400 Arrott St.,B,M,N,18
07/03/2003,2003,39,4931 Portico St.,B,M,N,35
07/03/2003,2003,35,300 E. Ashdale St.,B,M,N,19
07/03/2003,2003,25,4700 Rising Sun Ave,B,M,N,22
07/03/2003,2003,16,40th & Brown Sts.,B,M,N,32
07/04/2003,2003,12,72nd & Elmwood Ave,W,F,N,22
07/04/2003,2003,39,2800 N. Ringgold St.,B,M,N,25
07/04/2003,2003,14,79 E. Duval St.,B,M,N,24
07/04/2003,2003,24,2838 Jasper St.,B,M,N,20
07/04/2003,2003,25,1300 W. Tioga St.,B,M,N,39
07/04/2003,2003,18,45th & Kingsessing,W,F,N,24
07/04/2003,2003,35,5044 N. 3rd St.,B,M,N,26
07/04/2003,2003,25,200 W. Cornwall St.,W,F,N,17
07/05/2003,2003,19,5200 Girard Ave.,B,M,N,22
07/05/2003,2003,24,3553 Frankford Ave.,B,M,N,20
07/05/2003,2003,22,2645 Oakdale St.,B,F,N,18
07/05/2003,2003,14,192 E. Sharpnack St.,B,M,N,31
07/05/2003,2003,12,5900 Greenway St.,B,M,N,18
07/05/2003,2003,35,5501 Old York Rd.,B,M,N,18
07/05/2003,2003,19,5200 Girard Ave.,B,M,N,19
07/05/2003,2003,19,5300 Wyalusing Ave,B,M,N,15
07/05/2003,2003,23,1500 N. 18th St.,B,M,N,28
07/05/2003,2003,05,8501 Henry Ave.,B,M,N,31
07/06/2003,2003,15,3037 Tyson Ave.,W,M,N,44
07/06/2003,2003,14,134 W. Coulter St.,B,M,N,44
07/06/2003,2003,39,1904 Brunner St.,B,M,N,36
07/06/2003,2003,15,1800 Fillmore St.,B,M,N,14
07/06/2003,2003,24,4152 M St.,W,M,Y,32
07/06/2003,2003,15,3037 Tyson Ave.,W,F,N,44
07/07/2003,2003,25,Broad & Hunting Pk.,B,M,N,23
07/08/2003,2003,23,26th & Oxford Sts.,B,M,N,18
07/08/2003,2003,02,7953 Burholme Ave.,W,M,N,22
07/08/2003,2003,12,6551 Windsor Ave.,B,M,N,31
07/08/2003,2003,09,1917 Green St.,W,F,N,46
07/08/2003,2003,16,4500 Wyalusing Ave,B,F,N,35
07/09/2003,2003,35,4801 N. 12th St.,B,M,N,20
07/09/2003,2003,23,3027 Clifford St.,B,M,N,27
07/09/2003,2003,02,514 Senter St.,B,M,N,22
07/09/2003,2003,16,5100 Haverford Ave,B,M,N,18
07/09/2003,2003,19,1515 N. Conestoga,B,M,N,24
07/10/2003,2003,22,2600 N. Bouvier St.,B,F,N,3
07/10/2003,2003,23,1635 N. 20th St.,B,F,N,41
07/11/2003,2003,01,1800 Pt. Breeze Ave,B,M,N,18
07/11/2003,2003,35,6500 N. 18th St.,B,M,N,29
07/11/2003,2003,35,519 E. Tabor Rd.,B,M,N,33
07/11/2003,2003,12,5635 Whitby St.,B,M,N,32
07/12/2003,2003,26,1507 Delaware Ave.,B,M,N,30
07/12/2003,2003,25,400 E. Allegheny Ave.,W,M,Y,28
07/12/2003,2003,22,2200 N. 16th St.,B,M,N,29
