DATE,YEAR,DIST,LOCATION,R,S,L,AGE
09/27/2010,2010,14,2200 Wooster Rd,B,M,N,22
09/27/2010,2010,18,56th & Walton,B,M,N,18
09/27/2010,2010,03,2607 S. 7th St.,W,F,N,16
09/28/2010,2010,02,7200 Ruppert St.,W,M,Y,18
09/28/2010,2010,12,2500 S. Millick St.,B,M,N,29
09/29/2010,2010,26,2351 Germantown Ave.,W,M,Y,35
09/29/2010,2010,17,2340 Fernon St.,B,M,N,24
09/29/2010,2010,14,77 Cosgrove St.,B,M,N,29
09/29/2010,2010,14,77 Cosgrove St.,B,M,N,57
09/29/2010,2010,03,741 Porter St.,B,M,N,17
09/29/2010,2010,19,59th & Girard,B,M,N,30
09/30/2010,2010,35,5501 Old York Rd.,B,M,N,20
09/30/2010,2010,22,2900 W. Huntingdon St.,B,M,N,40
09/30/2010,2010,26,8th & Daulphin,B,M,N,18
09/30/2010,2010,35,500 W. Champlost,B,M,N,35
10/01/2010,2010,19,2330 N. 58th St.,B,M,N,24
10/01/2010,2010,14,900 Church La.,B,M,N,19
10/01/2010,2010,12,1340 S. Wilton St.,B,M,N,22
10/02/2010,2010,25,700 Maple La.,B,M,N,18
10/02/2010,2010,16,324 N. 41st St.,B,M,N,20
10/02/2010,2010,26,2501 N. 10th St.,B,M,N,16
10/03/2010,2010,25,459 E. Wyoming Ave.,W,M,Y,29
10/03/2010,2010,22,Sartain & Cumberland,B,M,N,22
10/04/2010,2010,12,2125 Gould St.,B,M,N,22
10/04/2010,2010,25,1226 W. Venango St.,B,M,N,20
10/04/2010,2010,25,900 W. Hunting Park,B,M,N,27
10/04/2010,2010,19,7418 Brockton Rd.,B,M,N,18
10/04/2010,2010,17,2000 Wharton St.,B,M,N,32
10/06/2010,2010,25,700 E. Westmoreland St.,B,M,N,29
10/07/2010,2010,22,2400 N. Park Ave.,B,F,N,31
10/07/2010,2010,25,Rising Sun & Wyoming Aves.,W,F,Y,20
10/07/2010,2010,35,300 W. Albanus St.,B,M,N,18
10/07/2010,2010,22,2400 N. Park Ave.,B,M,N,39
10/07/2010,2010,25,3200 F St.,W,M,Y,17
10/07/2010,2010,25,3200 F St.,W,M,Y,18
10/07/2010,2010,25,Rising Sun & Wyoming Aves.,B,M,Y,20
10/08/2010,2010,24,3355 Jasper St.,W,M,Y,20
10/08/2010,2010,26,320 W. Diamond St.,W,M,N,28
10/09/2010,2010,24,2956 Frankford Ave.,B,M,N,19
10/09/2010,2010,12,5900 Elmwood Ave.,B,M,N,14
10/09/2010,2010,12,6200 Elmwood Ave.,B,M,N,15
10/09/2010,2010,12,6200 Elmwood Ave.,B,M,N,15
10/09/2010,2010,39,2122 W. Indiana Ave.,B,M,N,30
10/09/2010,2010,12,5800 Elmwood Ave.,B,F,N,15
10/09/2010,2010,12,5800 Elmwood Ave.,B,F,N,14
10/10/2010,2010,02,2100 St. Vincent St.,W,F,Y,37
10/10/2010,2010,14,1343 Narragansett St.,B,M,N,21
10/10/2010,2010,25,2900 N. 2nd St.,W,M,Y,22
10/10/2010,2010,25,2900 N. 2nd St.,B,M,N,22
10/11/2010,2010,25,3246 N. Rorer St.,W,M,Y,22
10/11/2010,2010,25,800 W. Somerset St.,B,M,N,22
10/11/2010,2010,35,5003 N. 9th St.,B,M,N,22
10/11/2010,2010,25,900 W. Somerset St.,B,M,N,20
10/11/2010,2010,19,44 N. 58th St.,B,M,N,17
10/11/2010,2010,25,800 W. Somerset St.,W,F,Y,40
10/11/2010,2010,15,1500 Womrath St.,B,M,N,22
10/11/2010,2010,25,250 W. Erie Ave.,B,M,N,20
10/12/2010,2010,22,2500 N. Sartain St.,B,M,N,20
10/12/2010,2010,25,2700 N. 3rd St.,W,M,Y,26
10/12/2010,2010,24,2109 E. Clearfield St.,B,M,N,23
10/13/2010,2010,17,1927 Reed St.,B,M,N,22
10/13/2010,2010,15,8800 Torresdale Ave.,W,M,N,23
10/14/2010,2010,39,5118 Germantown Ave.,B,M,N,35
10/14/2010,2010,39,1800 Westmoreland St.,B,M,N,19
10/14/2010,2010,14,6000 Chew Ave.,B,M,N,27
10/14/2010,2010,02,538 E. Hill Creek Dr.,B,M,N,31
10/15/2010,2010,22,1916 N. Warnock St.,B,M,N,33
10/15/2010,2010,39,2700 N. 29th St.,B,M,N,23
10/15/2010,2010,15,4121 Kensington Av,B,F,N,19
10/15/2010,2010,18,814 S. 55th St.,B,M,N,28
10/15/2010,2010,18,814 S. 55th St.,B,M,N,28
10/15/2010,2010,16,3423 Mt. Vernon St.,B,M,N,30
10/16/2010,2010,39,1600 W. Westmoreland St.,W,M,Y,27
10/16/2010,2010,19,1317 N. Frazier St.,B,M,N,18
10/16/2010,2010,14,6100 Stenton Ave.,B,M,N,36
10/16/2010,2010,19,405 N. 64th St.,B,M,N,27
10/16/2010,2010,39,1600 W. Westmoreland St.,W,M,Y,22
10/16/2010,2010,22,1700 N. 24th St.,B,M,N,24
10/16/2010,2010,24,2842 Amber St.,W,F,N,22
10/17/2010,2010,25,3346 N. Front St.,W,M,Y,43
10/17/2010,2010,39,Manheim & Morris Sts.,B,M,N,26
10/17/2010,2010,39,2400 W Somerset St.,B,M,N,18
10/17/2010,2010,22,2445 w. Oakdale St.,B,M,N,37
10/17/2010,2010,35,5501 Old York Rd.,B,M,N,24
10/19/2010,2010,15,5222 Oakland St.,B,M,N,35
10/20/2010,2010,03,224 Jackson St.,W,M,N,20
10/21/2010,2010,02,6435 Rising Sun Ave.,W,M,N,67
10/21/2010,2010,39,3147 N. 16th St.,W,M,N,38
10/23/2010,2010,24,1329 E. Sedgely Ave.,W,M,Y,36
10/23/2010,2010,12,6137 Upland St.,B,M,N,30
10/23/2010,2010,24,1900 E. Somerset,B,M,N,18
10/23/2010,2010,16,40th & Poplar St.,B,M,N,28
10/24/2010,2010,01,2120 S. Taney Terr.,B,M,N,43
10/25/2010,2010,14,5801 Stockton Rd.,B,M,N,19
10/25/2010,2010,22,2600 Ridge Dr.,B,M,N,55
10/26/2010,2010,35,1200 Rockland St.,B,M,N,18
10/26/2010,2010,24,3501 Aramingo Ave.,B,M,N,22
10/26/2010,2010,26,Marshall & Cumberland Sts.,B,M,N,20
10/26/2010,2010,24,2932 Tulip St.,W,M,Y,19
10/26/2010,2010,24,2932 Tulip St.,W,M,Y,19
10/26/2010,2010,24,2932 Tulip St.,W,M,Y,18
10/28/2010,2010,25,400  W. Raymond St.,W,M,Y,43
10/28/2010,2010,02,6215 E. Roosevelt Blvd.,B,M,N,18
10/30/2010,2010,02,5800 Rising Sun Ave.,B,M,N,45
10/30/2010,2010,02,5829 Newtown Ave.,B,M,N,23
10/30/2010,2010,35,5800 N. Broad St.,B,M,N,20
10/30/2010,2010,02,5829 Newtown Ave.,B,M,N,19
10/30/2010,2010,15,5700 Leonard St.,B,M,N,14
10/31/2010,2010,15,1600 Pratt St.,B,F,N,28
10/31/2010,2010,15,1600 Pratt St.,B,M,N,30
10/31/2010,2010,22,28th St. & Susquehanna,B,M,N,44
10/31/2010,2010,35,5619 N. Broad St.,B,M,N,29
10/31/2010,2010,22,1700 Edgeley St.,W,M,N,20
10/31/2010,2010,22,1700 N. 11th St.,B,M,N,19
10/31/2010,2010,25,700 W. Clearfield St.,W,F,Y,22
10/31/2010,2010,18,5200 Webster St.,B,M,N,21
10/31/2010,2010,18,5200 Webster St.,B,M,N,18
11/01/2010,2010,39,2963 N. 22nd St.,B,M,N,21
11/01/2010,2010,14,236 W. Walnut La.,W,F,N,55
11/01/2010,2010,35,6600 N. Gratz St.,B,M,N,22
11/01/2010,2010,17,1900 Federal  St.,B,M,N,17
11/01/2010,2010,17,1900 Federal  St.,B,M,N,20
11/01/2010,2010,25,2nd & Indiana St.,W,M,Y,15
11/02/2010,2010,22,2037 N. 11th St.,B,M,N,25
11/02/2010,2010,15,5124 Jackson St.,B,M,N,15
11/02/2010,2010,14,6835 Musgrave St.,B,M,N,31
11/04/2010,2010,19,139 N. Ruby St.,B,M,N,20
11/05/2010,2010,19,1338 Pennington St.,B,F,N,25
11/05/2010,2010,22,2839 Ridge Ave.,B,M,N,26
11/05/2010,2010,03,822 S. 13th St.,B,M,N,25
11/06/2010,2010,25,3303 N. 5th St.,B,M,N,31
11/06/2010,2010,25,3303 N. 5th St.,B,M,N,42
11/06/2010,2010,35,4558 N. Colorado St.,B,M,N,22
11/06/2010,2010,17,3300 Mifflin St.,B,M,N,16
11/07/2010,2010,12,2510 S. 66th St.,A,M,N,19
11/07/2010,2010,25,2900 Mascher St.,W,M,Y,21
11/07/2010,2010,24,200 E. Tusculum St.,W,M,Y,32
11/07/2010,2010,26,900 W. Girard Ave.,B,M,N,26
11/07/2010,2010,18,4800 Baltimore Ave.,B,M,N,51
11/07/2010,2010,22,20th St. & Cecil B. Moore Ave.,B,M,N,26
11/08/2010,2010,24,2800 Rosehill St.,W,M,Y,19
11/08/2010,2010,24,2800 Rosehill St.,W,M,Y,18
11/08/2010,2010,24,2800 Rosehill St.,W,M,Y,45
11/08/2010,2010,14,Stenton Ave. &  Mt. Pleasant Rd.,B,M,N,21
11/08/2010,2010,16,900 St. Bernard St.,B,F,N,47
11/09/2010,2010,35,6300 Norwood St.,B,M,N,36
11/09/2010,2010,16,301 N. 52nd St.,B,M,N,28
11/10/2010,2010,22,2846 W. Lehigh Ave.,B,M,N,21
11/10/2010,2010,35,6826 Gratz St.,B,M,N,29
11/10/2010,2010,26,1032 N. Orianna St.,B,M,N,43
11/12/2010,2010,22,2528 Nicholas St.,B,M,N,42
11/12/2010,2010,22,30th & Huntingdon,B,M,N,39
11/12/2010,2010,35,6336 N. Lambert St.,B,M,N,29
11/12/2010,2010,02,800 Carver St.,B,M,N,17
11/13/2010,2010,35,267 Linton St.,B,M,N,20
11/13/2010,2010,16,300 Busti St.,B,M,N,38
11/13/2010,2010,19,500 N. 55th St.,B,M,N,38
11/14/2010,2010,19,5142 Parkside Ave.,B,M,N,40
11/14/2010,2010,12,Robinson & Buist,B,M,N,18
11/14/2010,2010,39,3103 N. Hemberger St.,B,M,N,27
11/14/2010,2010,12,5601 Bromall St.,B,M,N,21
11/14/2010,2010,19,5142 Parkside Ave.,B,M,N,20
11/14/2010,2010,12,Robinson & Buist,B,M,N,13
11/15/2010,2010,24,1800 Hart La.,B,M,N,22
11/16/2010,2010,25,3006 N.Leithgow St.,W,M,Y,41
11/16/2010,2010,19,1545 N. Redfield St.,B,M,N,24
11/17/2010,2010,14,2415 W. 76th Ave.,B,M,N,23
11/17/2010,2010,19,5601 Master St.,B,M,N,17
11/17/2010,2010,15,4925 Saul St.,B,M,N,26
11/18/2010,2010,22,2343 Beechwood St.,B,M,N,32
11/18/2010,2010,25,2802 Mascher St.,B,M,N,22
11/19/2010,2010,15,5266 Burton St.,B,M,N,25
11/19/2010,2010,35,5431 Marvine St.,B,M,N,26
11/20/2010,2010,25,600 E. Wyoming Ave.,B,M,N,25
11/20/2010,2010,25,600 E. Wyoming Ave.,B,M,N,23
11/20/2010,2010,15,1500 Arrott St.,B,M,N,25
11/20/2010,2010,15,1500 Arrott St.,W,M,N,59
11/21/2010,2010,22,1516 Judson Way,B,M,N,15
11/21/2010,2010,14,7100 Ogontz Ave.,B,M,N,19
11/21/2010,2010,25,4300 N. 8th St.,W,M,Y,45
11/22/2010,2010,24,2751 Front St.,W,M,Y,26
11/22/2010,2010,24,2000 E. Monmouth St.,B,M,N,22
11/22/2010,2010,16,620 N. 34th St.,B,M,N,27
11/23/2010,2010,25,500 W. Indiana Ave..,W,M,Y,41
11/23/2010,2010,26,2000 N. Marshall St.,B,M,N,21
11/23/2010,2010,19,5000 Kershaw St.,B,M,N,29
11/23/2010,2010,15,5152 Saul St.,B,M,N,28
11/23/2010,2010,18,400 S. 53rd St.,B,M,N,26
11/25/2010,2010,24,4400 I St.,W,M,Y,24
11/25/2010,2010,03,1645 S. 5th St.,B,M,N,17
11/26/2010,2010,39,3000 Ringlold St.,B,M,N,38
11/26/2010,2010,25,3100 N. Hancock St.,W,M,Y,16
11/26/2010,2010,19,6333 Malvern Ave.,B,M,N,16
11/27/2010,2010,12,6433 Glenmore Ave.,B,M,N,37
11/27/2010,2010,24,2700 C St.,W,M,Y,50
11/27/2010,2010,39,3045 N. 24th St.,B,M,N,63
11/27/2010,2010,24,3133 Richmond St.,W,M,N,59
11/28/2010,2010,25,1300 Somerset St.,B,M,N,17
11/28/2010,2010,39,3241 N. Stillman St.,B,M,N,67
12/02/2010,2010,17,1400 Tasker St.,B,M,N,23
12/02/2010,2010,35,Old York Rd & Sommerville,B,M,N,34
12/03/2010,2010,24,3201 G St.,B,M,N,20
12/03/2010,2010,24,900 E. Ontario St.,B,M,N,15
12/04/2010,2010,22,2100 N. 23rd St.,B,M,N,31
12/04/2010,2010,35,434 W. Olney Ave.,W,M,N,31
12/05/2010,2010,24,2600 E. Ann St.,W,M,N,22
12/05/2010,2010,26,600 W. Dauphin St.,B,M,N,41
12/05/2010,2010,14,6834 Limekiln Pike,B,M,N,30
12/06/2010,2010,02,6500 Souder St.,W,M,N,22
12/06/2010,2010,19,54th & Hazelhurst Sts.,B,M,N,23
12/06/2010,2010,15,4800 Oxford Ave.,B,M,N,25
12/07/2010,2010,19,1302 N. 61st St.,B,M,N,19
12/07/2010,2010,16,500 Hoopes St.,B,M,N,33
12/08/2010,2010,22,3001 Redner St.,B,M,N,24
12/08/2010,2010,22,3001 Redner St.,B,F,N,24
12/08/2010,2010,22,2900 W. Jefferson St.,B,F,N,18
12/08/2010,2010,24,3100 N. Lee St.,W,M,Y,22
12/08/2010,2010,03,2908 S. Columbus Blvd,B,M,N,28
12/08/2010,2010,03,2908 S. Columbus Blvd,B,M,N,19
12/09/2010,2010,35,1900 W. Champlost Ave.,B,M,N,36
12/10/2010,2010,12,2119 Cemetery Ave.,B,M,N,30
12/10/2010,2010,15,1232 Pratt St.,W,M,N,28
12/10/2010,2010,25,100 W. Cambria St.,W,M,N,34
12/10/2010,2010,25,3306 N. Hope St.,W,M,N,34
12/11/2010,2010,17,1200 S. 21st St.,B,M,N,27
12/12/2010,2010,14,64 Montana St.,B,M,N,18
12/12/2010,2010,15,6300 Leonard St.,W,F,N,38
12/12/2010,2010,01,20th & Mckean Sts.,B,M,N,19
12/13/2010,2010,25,2864 Masher St.,W,M,Y,26
12/14/2010,2010,19,5300 Media St.,B,M,N,16
12/15/2010,2010,16,3750 W. Girard Ave.,B,M,N,42
12/15/2010,2010,19,5600 Lansdowne Ave.,B,M,N,38
12/15/2010,2010,15,5339 Lesher St.,B,M,N,17
12/16/2010,2010,12,7200 Woodland Ave.,B,M,N,30
12/17/2010,2010,14,5642 Boyer St.,B,M,N,35
12/17/2010,2010,18,5700 Locust St.,B,M,N,15
12/17/2010,2010,39,3620 N. 15th St.,B,M,N,37
12/18/2010,2010,39,5326 Priscilla Ave.,B,M,N,27
12/18/2010,2010,12,5300 Paschall Ave.,B,M,N,39
12/19/2010,2010,18,5400 Locust,B,M,N,33
12/19/2010,2010,01,2500 Jackson St.,B,M,N,25
12/19/2010,2010,18,5400 Locust,B,M,N,39
12/19/2010,2010,01,2500 Jackson St.,B,M,N,26
12/19/2010,2010,18,5455 Delancey St.,B,M,N,47
12/19/2010,2010,15,1809 Foulkrod St.,W,M,Y,34
12/20/2010,2010,26,2137 N. 6th St.,W,M,Y,34
12/20/2010,2010,19,5800 Jefferson St.,W,M,N,27
12/21/2010,2010,25,3420 A St.,W,M,Y,38
12/21/2010,2010,06,1111 Brandywine St.,W,M,Y,19
12/21/2010,2010,24,1849 E. Tioga St.,W,M,Y,38
12/22/2010,2010,12,8500 Mario Lanza Blvd.,B,M,N,28
12/22/2010,2010,19,Millick & Arch Sts.,B,M,N,30
12/22/2010,2010,12,5411 Springfield Ave.,B,M,N,55
12/22/2010,2010,26,300 Diamond St.,W,M,Y,18
12/22/2010,2010,22,1018 W. Arizona St.,B,M,N,37
12/22/2010,2010,35,4900 N. Camac St.,B,M,N,19
12/22/2010,2010,15,1700 Dyre St.,B,M,N,42
12/23/2010,2010,18,5900 Washington Ave.,B,M,N,24
12/23/2010,2010,18,Felton & Walton St.,B,M,N,39
12/23/2010,2010,18,5600 Catherine St.,B,M,N,30
12/24/2010,2010,02,1726 Bleigh Ave.,W,M,Y,33
12/24/2010,2010,14,6302 Chew Ave.,B,M,N,37
12/24/2010,2010,12,2025 Bonnafon St.,B,M,N,47
12/24/2010,2010,19,1300 Pennington Rd.,B,M,N,29
12/24/2010,2010,15,4618 Leiper St.,B,M,N,21
12/25/2010,2010,14,5849 Stockton Rd.,B,M,N,26
12/25/2010,2010,14,5849 Stockton Rd.,B,M,N,24
12/25/2010,2010,35,4637 N. 12th St.,B,M,N,16
12/26/2010,2010,22,1516 Judson Way,B,M,N,21
12/26/2010,2010,26,1939 N. Marshall St.,B,M,N,21
12/26/2010,2010,17,1700 S. 22nd St.,B,M,N,21
12/26/2010,2010,25,4800 Rising Sun Ave.,W,M,Y,23
12/27/2010,2010,15,5452 Charles St.,B,M,N,29
12/28/2010,2010,15,5336 Large St.,B,M,N,30
12/28/2010,2010,24,900 E. Westmoreland St.,B,F,N,17
12/28/2010,2010,25,727 E. Cornwall St.,B,M,N,25
12/29/2010,2010,19,1441 N. 54th St.,B,M,N,30
12/29/2010,2010,15,1700 Scattergood St.,B,M,N,20
12/30/2010,2010,22,2544 W. Sergeant St.,B,M,N,49
12/30/2010,2010,39,1900 W. Allegheny Ave.,B,M,N,42
12/30/2010,2010,35,4947 N. Warnock St.,B,M,N,27
12/30/2010,2010,17,2200 Gerritt St.,B,M,N,17
12/30/2010,2010,22,2003 N. 25th St.,B,M,N,44
12/30/2010,2010,22,2003 N. 25th St.,B,M,N,46
12/30/2010,2010,01,2700 S. Broad St.,W,M,N,43
12/31/2010,2010,25,3200 Park Ave.,B,M,N,47
12/31/2010,2010,18,52nd St. & Baltimore Ave.,B,M,N,35
12/31/2010,2010,19,6600 Lebanon Ave.,B,M,N,20
12/31/2010,2010,12,5626 Beaumont St.,B,M,N,19
01/01/2011,2011,25,4800 Hope St.,B,F,N,23
01/01/2011,2011,25,4800 Hope St.,B,M,N,24
01/01/2011,2011,18,5429 Irving St.,B,M,N,21
01/01/2011,2011,39,301 W. Queen La.,B,M,N,25
01/02/2011,2011,25,Germantown Ave. & Victoria St.,B,M,N,22
01/03/2011,2011,14,700 E. Rittenhouse St.,B,M,N,28
01/04/2011,2011,24,2074 E. Elkhart St.,B,M,N,23
01/04/2011,2011,22,1900 Cumberland St.,B,M,N,23
01/04/2011,2011,19,5900 Lebanon Ave.,B,M,N,18
01/05/2011,2011,24,2900 Frankford Ave.,W,M,N,32
01/05/2011,2011,25,3332 N. 5th St.,B,M,N,30
01/06/2011,2011,26,212  W. Hazzard St.,W,M,Y,24
01/06/2011,2011,24,3137 N. Front St.,W,M,Y,32
01/06/2011,2011,19,5332 Euclid St.,B,M,N,18
01/06/2011,2011,02,900 Cottman Ave.,W,M,Y,23
01/07/2011,2011,25,815 W. Stella St.,B,M,N,19
01/07/2011,2011,24,3400 Helen St.,W,M,N,18
01/07/2011,2011,25,3500 N. 5th St.,W,M,Y,23
01/08/2011,2011,18,5530 Cedar Ave.,B,M,N,30
01/08/2011,2011,22,1021 W. York St.,B,M,N,19
01/08/2011,2011,09,Broad & Parrish,B,M,N,25
01/08/2011,2011,24,3231 G St,B,M,N,20
01/08/2011,2011,22,10th & Master,B,M,N,17
01/08/2011,2011,01,2301 S. 22nd St.,B,M,N,15
01/09/2011,2011,19,6235 Callowhill St.,B,M,N,27
01/09/2011,2011,19,Redfield & Haverford,B,M,N,38
01/10/2011,2011,24,844 E. Hilton St.,B,M,N,20
01/10/2011,2011,19,6113 Lansdowne Ave.,B,M,N,18
01/10/2011,2011,24,800 E. Allegheny Ave.,B,M,N,68
01/10/2011,2011,24,800 E. Allegheny Ave.,W,M,N,67
01/11/2011,2011,22,1621 W. Huntingdon St.,B,M,N,22
01/12/2011,2011,39,2700 N. 28th St.,W,F,Y,19
01/12/2011,2011,14,6300 Musgrave St.,B,M,N,18
01/12/2011,2011,22,2500 W. Arizona St.,B,M,N,25
01/12/2011,2011,39,2700 N. 28th St.,B,M,Y,31
01/14/2011,2011,15,3000 Devereaux St.,B,M,N,20
01/14/2011,2011,12,1947 S. Salford St.,B,M,N,26
01/14/2011,2011,25,1200 W. Hilton St.,B,M,N,21
01/14/2011,2011,25,1135 Roy St.,B,M,N,20
01/14/2011,2011,06,907 Ogden Pl.,B,F,N,21
01/14/2011,2011,25,1200 W. Hilton St.,B,M,N,20
01/15/2011,2011,25,3700 N. Park Ave.,B,M,N,20
01/15/2011,2011,25,3700 N. Park Ave.,B,M,N,24
01/16/2011,2011,39,1641 W. Hunting Park Ave.,B,M,N,22
01/16/2011,2011,39,1641 W. Hunting Park Ave.,B,M,N,22
01/16/2011,2011,35,402 W. Tabor Rd.,W,M,Y,19
01/16/2011,2011,39,1641 W. Hunting Park Ave.,B,M,N,22
01/17/2011,2011,25,3710 N. 10th St.,B,M,N,17
01/17/2011,2011,15,5200 Hawthorne St.,B,M,N,23
01/17/2011,2011,06,300 N. 2nd St.,B,M,N,31
01/17/2011,2011,25,3710 N. 10th St.,B,M,N,25
01/17/2011,2011,03,1431 S. 8th St.,B,M,N,33
01/17/2011,2011,06,24 S. 2nd St.,B,M,N,24
01/17/2011,2011,03,731 Jackson St.,B,F,N,09
01/18/2011,2011,15,4735 Shellmire Ave.,B,M,N,45
01/18/2011,2011,39,3907 Germantown Ave.,B,M,N,48
01/19/2011,2011,39,Morris & Woodlawn Sts.,B,M,N,23
01/19/2011,2011,26,5th & Berks Sts.,B,M,N,30
01/20/2011,2011,22,24th & Sedgley Sts.,B,M,N,21
01/22/2011,2011,16,10 N. Preston St.,B,M,N,14
01/23/2011,2011,01,Point Breeze & Mifflin,B,M,N,40
01/25/2011,2011,24,3528 I St.,B,F,N,25
01/25/2011,2011,22,1200 Huntingdon,A,F,N,28
01/25/2011,2011,19,5622 W. Girard Ave.,B,M,N,20
01/26/2011,2011,24,3624 Emerald St.,B,M,N,23
01/26/2011,2011,25,3234 A St.,B,M,N,19
01/27/2011,2011,39,4300 Clarissa St.,B,M,N,33
01/27/2011,2011,14,5611 Chew Ave.,B,M,N,22
01/27/2011,2011,24,845 E. Westmoreland,B,M,N,42
01/28/2011,2011,24,1130 E. Luzerne St.,W,M,Y,28
01/28/2011,2011,24,2080 Bellmore St.,B,M,N,29
01/28/2011,2011,15,3149 Levick St.,B,M,N,23
01/29/2011,2011,15,2800 Tyson Ave.,B,F,N,25
01/29/2011,2011,12,6643 Dorel St.,B,M,N,45
01/29/2011,2011,26,2200 N. 2nd St.,B,M,N,17
01/29/2011,2011,12,1258 Greylock St.,B,M,N,21
01/30/2011,2011,22,2900 Turner St.,B,M,N,28
01/30/2011,2011,26,900 Master St.,B,M,N,19
01/30/2011,2011,12,1049 S. 54th St.,B,M,N,44
01/30/2011,2011,02,518 E. Hill Creek Dr.,B,M,N,28
01/30/2011,2011,39,221 W. Chelten Ave.,B,M,N,29
01/30/2011,2011,39,221 W. Chelten Ave.,B,M,N,23
01/30/2011,2011,01,2100 Marston Terr.,B,M,N,19
01/31/2011,2011,25,4400 N. Franklin St.,B,M,N,19
01/31/2011,2011,22,24th & Oxford St.,B,M,N,19
01/31/2011,2011,17,1500 S. 15th St.,B,M,N,35
02/02/2011,2011,25,2732 N. 11th St.,B,M,N,27
02/03/2011,2011,24,3200 Frankford Ave.,W,M,Y,20
02/03/2011,2011,09,15th & Chestnut St.,B,M,N,16
02/04/2011,2011,14,1300 E. Johnson St.,B,M,N,29
02/04/2011,2011,25,400 W. Cambria St.,W,M,Y,20
02/04/2011,2011,22,3128 Fontain St.,B,M,N,32
02/04/2011,2011,25,400 W. Cambria St.,W,M,Y,32
02/05/2011,2011,39,2817 N.Rringold St.,B,M,N,26
02/06/2011,2011,35,4513 N. Camac St.,B,M,N,44
02/06/2011,2011,35,Ogontz & Champlost Sts.,B,M,N,30
02/06/2011,2011,24,2800 Amber St.,B,F,N,18
02/06/2011,2011,35,4513 N. Camac St.,B,M,N,47
02/07/2011,2011,02,837 Anchor St.,B,M,N,38
02/07/2011,2011,19,58th St. & Girard Ave.,B,M,N,20
02/07/2011,2011,39,3200 McMichael St.,B,M,N,18
02/07/2011,2011,02,837 Anchor St.,W,F,Y,19
02/08/2011,2011,16,51 N. 39th St.,B,M,N,20
02/09/2011,2011,35,500 Ruscomb St.,B,M,N,20
02/09/2011,2011,22,1219 Harold St.,B,M,N,18
02/11/2011,2011,35,533 E. Clarkson Ave.,W,M,N,21
02/11/2011,2011,19,1302 N. 61st St.,B,M,N,22
02/11/2011,2011,19,400 N. 64th St.,B,M,N,28
02/11/2011,2011,24,3314 Amber St.,W,M,Y,15
02/12/2011,2011,12,6028 Greenway Ave.,B,M,N,30
02/12/2011,2011,24,3357 Rand St.,B,F,N,18
02/12/2011,2011,24,3358 Rand St.,B,M,N,46
02/12/2011,2011,22,22nd St. & Ridge Ave.,B,M,N,25
02/13/2011,2011,25,3431 Germantown Ave.,B,M,N,26
02/13/2011,2011,17,1549 S. Garnet St.,B,M,N,31
02/13/2011,2011,17,1549 S. Garnet St.,B,M,N,31
02/13/2011,2011,25,3431 Germantown Ave.,B,M,N,25
02/13/2011,2011,22,2136 Sedgley St.,B,M,N,36
02/13/2011,2011,26,900 Franklin St.,B,M,N,20
02/13/2011,2011,22,1000 W. Arizona St.,B,M,N,24
02/13/2011,2011,26,7th & Huntingdon Sts.,W,M,Y,39
02/13/2011,2011,39,2835 N. Bailey St.,B,M,N,40
02/13/2011,2011,24,1900 E. Tioga St.,B,M,N,24
02/14/2011,2011,15,5430 Rutland St.,B,F,N,19
02/14/2011,2011,15,5430 Rutland St.,B,F,N,21
02/14/2011,2011,12,7701 Lindbergh Blvd.,B,F,N,27
02/14/2011,2011,22,1200 W. Hazzard St.,B,M,N,26
02/14/2011,2011,07,8035 Bustleton Ave.,W,F,Y,38
02/15/2011,2011,19,20 N. 56th St.,B,M,N,24
02/15/2011,2011,22,2135 N. Natrona St.,B,M,N,22
02/15/2011,2011,03,1305 Castle Ave.,B,M,N,18
02/15/2011,2011,09,100 S. Broad St.,W,M,N,37
02/16/2011,2011,02,1340 Van Kirk St.,W,M,N,21
02/16/2011,2011,39,100 Hansberry St.,B,M,N,20
02/17/2011,2011,14,1600 Wadsworth,B,M,N,24
02/17/2011,2011,35,6600 N. 18th St.,B,M,N,18
02/17/2011,2011,01,2000 S. 23rd St.,B,M,N,29
02/19/2011,2011,15,4693 Hawthorne St.,B,M,N,20
02/19/2011,2011,14,8200 Williams St.,B,M,N,29
02/19/2011,2011,17,1420 Ellsworth St.,B,M,N,31
02/19/2011,2011,26,1200 N. 7th St.,B,M,N,28
02/19/2011,2011,17,1420 Ellsworth St.,B,M,N,41
02/19/2011,2011,24,3325 Rand St.,B,M,N,22
02/20/2011,2011,06,1 S. 2nd St.,B,M,N,29
02/20/2011,2011,06,28 S. 2nd. St.,B,M,N,33
02/20/2011,2011,35,5950 N. 2nd St.,B,M,N,22
02/20/2011,2011,15,4500 Castor Ave.,W,M,Y,24
02/20/2011,2011,35,5424 Rising Sun Ave.,B,M,N,26
02/20/2011,2011,39,3700 N. Carlisle St.,B,M,N,20
02/24/2011,2011,25,4056 N. 8th St.,W,M,Y,50
02/25/2011,2011,24,222 E. Wishart St.,W,M,Y,22
02/25/2011,2011,25,703 E. Tioga St.,W,M,Y,21
02/25/2011,2011,35,6600 N. 18th St.,B,M,N,55
02/25/2011,2011,17,2321 Dickinson St.,B,M,N,27
02/26/2011,2011,22,2643 W. Sergeant St.,B,M,N,37
02/26/2011,2011,22,2643 W. Sergeant St.,B,M,N,43
