CaseNumber,Date,Year,District,Location,LocationDir,LocationStreet,Age,Race,Sex,Hispanic,UCR,Weapon
M11309,12/6/2011,2011,14,6218,,WAYNE AVENUE,64,B,M,N,115,FIST/FEET
M11201,8/27/2011,2011,14,57,E,COLLOM STREET,36,B,M,N,115,HANDS
M11119,5/17/2011,2011,25,4353,N,5TH STREET,1,B,M,Y,115,HANDS
M11126,5/24/2011,2011,15,4521,,MELROSE STREET,40,W,M,Y,115,HANDS
M11127,5/24/2011,2011,12,6500,,GUYER AVENUE,50,B,F,N,115,HANDS
M11250,10/4/2011,2011,22,2411,N,11TH ST. A 806,1,B,F,N,115,HANDS
M11322,12/20/2011,2011,14,541,E,BRINGHURST STRE,1,B,F,N,115,HANDS
M11071,3/9/2011,2011,35,300,,DUNCANNON STREE,57,A,M,N,115,HANDS
M11072,3/10/2011,2011,08,9461,,ROOSEVELT BLVD,43,W,M,N,115,HANDS
M11036,2/7/2011,2011,06,400,N,8TH STREET,21,B,F,N,115,HANDS/FEET
M11170,7/10/2011,2011,26,528,W,LEHIGH AVENUE,62,W,M,Y,115,POOL CUE
M11118,5/17/2011,2011,17,1139,S,SYDENHAM STREET,23,W,F,N,115,UNKNOWN
M11005,1/10/2011,2011,06,700,N,7TH STREET,56,W,M,N,114,KNIFE
M11058,2/25/2011,2011,22,2357,N,VAN PELT STREET,31,B,M,N,114,KNIFE
M11061,2/28/2011,2011,14,5643,,NELSON STREET,33,B,M,N,114,KNIFE
M11064,3/1/2011,2011,22,1443,N,19TH STREET,29,B,M,N,114,KNIFE
M11200,8/25/2011,2011,09,1500,,JFK BOULEVARD,42,B,M,N,114,knife
M11202,8/28/2011,2011,19,5332,,"RACE STREET,1FL",56,B,M,N,114,KNIFE
M11207,8/31/2011,2011,17,1721,S,18TH STREET 1FL,8,A,M,N,114,KNIFE
M11208,8/31/2011,2011,17,1721,S,18TH STREET 1FL,12,A,F,N,114,KNIFE
M11210,9/2/2011,2011,22,1702,N,22ND STREET,49,B,F,N,114,KNIFE
M11086,4/3/2011,2011,17,2028,,OAKFORD STREET,27,B,M,N,114,KNIFE
M11102,4/24/2011,2011,26,2434,E,BOSTON STREET,37,W,M,N,114,KNIFE
M11117,5/14/2011,2011,14,6630,N,21ST STREET,46,B,M,N,114,KNIFE
M11123,5/21/2011,2011,35,5400,N,3RD STREET,52,W,M,N,114,KNIFE
M11146,6/21/2011,2011,08,8101,,STATE ROAD,42,B,M,N,114,KNIFE
M11149,6/24/2011,2011,16,5156,,WESTMINSTER AVE,58,B,M,N,114,KNIFE
M11158,6/29/2011,2011,12,6051,,UPLAND STREET,22,B,F,N,114,KNIFE
M11181,7/23/2011,2011,26,2020,,PALETHORPE STRE,24,B,F,N,114,KNIFE
M11188,7/25/2011,2011,14,1231,E,CLIVEDEN STREET,27,B,F,N,114,KNIFE
M11233,9/23/2011,2011,25,172,W,WYOMING AVENUE,38,W,M,Y,114,KNIFE
M11246,10/1/2011,2011,22,1700,W,CECIL B MOORE A,51,B,M,N,114,KNIFE
M11305,12/2/2011,2011,14,7235,,OGONTZ AVENUE,30,B,F,N,114,KNIFE
M11312,12/10/2011,2011,25,4451,N,FRANKLIN STREET,47,B,F,N,114,KNIFE
M11317,12/18/2011,2011,25,3242,N,RANDOLPH ST.,48,B,M,N,114,KNIFE
M11318,12/18/2011,2011,15,5217,,COTTAGE ST.,32,B,M,N,114,KNIFE
M11053,2/19/2011,2011,22,2345,N,17TH STREET,52,B,F,N,114,KNIFE
M11129,5/26/2011,2011,26,1204,N,FRONT STREET,50,W,M,N,113,SHOTGUN
M11190,7/29/2011,2011,15,2031,,WILMOT STREET,21,B,M,N,113,SHOTGUN
M11286,11/11/2011,2011,16,912,N,43RD STREET,28,B,M,N,113,SHOTGUN
M11254,10/6/2011,2011,25,3000,N,8TH STREET,33,B,F,N,111,HANDGON
M11001,1/1/2011,2011,25,4800,N,HOPE STREET,24,B,M,N,111,HANDGUN
M11002,1/3/2011,2011,14,700,E,RITTENHOUSE STR,28,B,M,N,111,HANDGUN
M11003,1/6/2011,2011,26,212,W,HAZZARD STREET,24,W,M,Y,111,HANDGUN
M11004,1/7/2011,2011,25,815,W,STELLA STREET,19,B,M,N,111,HANDGUN
M11006,1/12/2011,2011,22,2540,W,ARIZONA STREET,32,B,M,N,111,HANDGUN
M11007,1/12/2011,2011,39,2700,N,28TH STREET,31,B,M,N,111,HANDGUN
M11008,1/13/2011,2011,14,6300,,MUSGRAVE STREET,18,B,M,N,111,HANDGUN
M11024,1/19/2011,2011,39,5500,,MORRIS STREET,18,B,M,N,111,HANDGUN
M11025,1/21/2011,2011,35,402,W,TABOR ROAD,19,W,M,Y,111,HANDGUN
M11026,1/28/2011,2011,24,2080,,BELLMORE STREET,29,B,M,N,111,HANDGUN
M11027,1/29/2011,2011,12,6643,,DOREL STREET,45,B,M,N,111,HANDGUN
M11059,2/26/2011,2011,22,2643,W,SERGEANT STREET,26,B,M,N,111,HANDGUN
M11060,2/27/2011,2011,25,500,W,CAMBRIA STREET,27,W,M,Y,111,HANDGUN
M11062,3/1/2011,2011,06,28,S,2ND STREET,33,B,M,N,111,HANDGUN
M11065,3/3/2011,2011,16,5017,,WESTMINSTER AVE,40,B,M,N,111,HANDGUN
M11066,3/5/2011,2011,06,700,,GREEN STREET,17,B,M,N,111,HANDGUN
M11203,8/29/2011,2011,16,5100,,HAVERFORD AVENU,43,B,M,N,111,HANDGUN
M11205,8/30/2011,2011,12,6700,,BUIST AVENUE,22,B,M,N,111,HANDGUN
M11206,8/30/2011,2011,15,5000,,COMLY STREET,28,B,M,N,111,HANDGUN
M11209,9/2/2011,2011,39,2200,E,ESTAUGH STREET,24,B,M,N,111,HANDGUN
M11268,10/18/2011,2011,14,318,E,HORTTER STREET,28,B,M,N,111,HANDGUN
M11269,10/18/2011,2011,22,1871,N,MARSTON STREET,53,B,M,N,111,HANDGUN
M11270,10/19/2011,2011,25,727,E,THAYER STREET,20,B,M,N,111,HANDGUN
M11271,10/20/2011,2011,14,1332,E,RITTENHOUSE STR,19,B,M,N,111,HANDGUN
M11272,10/21/2011,2011,14,6309,,HOMER STREET,43,B,M,N,111,HANDGUN
M11273,10/22/2011,2011,14,149,W,SHARPNACK STREE,28,B,M,N,111,HANDGUN
M11274,10/24/2011,2011,22,1122,W,HUNTINGDON STRE,35,B,M,N,111,HANDGUN
M11275,10/24/2011,2011,39,2535,W,SILVER STREET,18,B,M,N,111,HANDGUN
M11276,10/24/2011,2011,39,3600,N,GRATZ STREET,26,B,M,N,111,HANDGUN
M11277,10/25/2011,2011,39,4453,N,GRATZ STREET,22,B,M,N,111,HANDGUN
M11278,10/26/2011,2011,22,1700,W,CAMBRIDGE STREE,26,B,M,N,111,HANDGUN
M11212,9/4/2011,2011,25,800,W,HUNTING PARK AV,20,B,M,N,111,HANDGUN
M11213,9/5/2011,2011,24,2000,E,ATLANTIC STREET,19,B,F,N,111,HANDGUN
M11214,9/5/2011,2011,16,35,N,WIOTA STREET,54,B,F,N,111,HANDGUN
M11215,9/5/2011,2011,16,35,N,WIOTA STREET,61,B,M,N,111,HANDGUN
M11216,9/6/2011,2011,16,850,N,50TH STREET,44,W,F,Y,111,HANDGUN
M11217,9/6/2011,2011,16,850,N,50TH STREET,48,W,F,Y,111,HANDGUN
M11218,9/6/2011,2011,16,850,N,50TH STREET,49,W,M,Y,111,HANDGUN
M11219,9/7/2011,2011,16,3845,,CAMBRIDGE STREE,40,W,M,N,111,HANDGUN
M11220,9/7/2011,2011,14,541,,LOCUST AVENUE,30,B,M,N,111,HANDGUN
M11221,9/8/2011,2011,35,537,W,OLNEY AVENUE,24,B,M,N,111,HANDGUN
M11222,9/9/2011,2011,14,1300,,ROUMFORT ROAD,21,B,M,N,111,HANDGUN
M11223,9/9/2011,2011,26,522,W,YORK STREET,56,B,M,N,111,HANDGUN
M11078,3/23/2011,2011,22,1829,N,22ND STREET,19,B,M,N,111,HANDGUN
M11079,3/24/2011,2011,25,3300,N,PHILLIP STREET,21,W,M,Y,111,HANDGUN
M11080,3/27/2011,2011,18,500,S,59TH STREET,26,B,M,N,111,HANDGUN
M11081,3/28/2011,2011,12,5900,,ELMWOOD AVENUE,40,B,M,N,111,HANDGUN
M11082,3/28/2011,2011,35,1420,,CHEW AVENUE,30,B,M,N,111,HANDGUN
M11083,3/29/2011,2011,35,434,,OLNEY AVENUE,37,B,M,N,111,HANDGUN
M11084,3/30/2011,2011,06,815,N,MARVINE STREET,21,B,M,N,111,HANDGUN
M11085,4/2/2011,2011,16,400,N,BUSTI STREET,28,B,M,N,111,HANDGUN
M11087,4/3/2011,2011,16,2100,,BELMONT AVENUE,25,B,M,N,111,HANDGUN
M11088,4/8/2011,2011,18,6135,,OSAGE AVENUE,25,B,M,N,111,HANDGUN
M11089,4/9/2011,2011,12,5321,,MALCOLM STREET,23,B,M,N,111,HANDGUN
M11092,4/13/2011,2011,35,267,W,SPENCER STREET,29,A,M,N,111,HANDGUN
M11093,4/13/2011,2011,22,1900,W,YORK STREET,34,B,M,N,111,HANDGUN
M11094,4/15/2011,2011,24,3000,,WATER STREET,46,W,F,Y,111,HANDGUN
M11095,4/15/2011,2011,18,5300,,CEDAR STREET,36,B,M,N,111,HANDGUN
M11096,4/16/2011,2011,18,644,S,56TH STREET,55,W,M,N,111,HANDGUN
M11097,4/18/2011,2011,35,6600,N,GRATZ STREET,22,B,M,N,111,HANDGUN
M11098,4/20/2011,2011,03,1839,S,6TH STREET,20,B,M,N,111,HANDGUN
M11099,4/21/2011,2011,03,800,,MCCLELLAN STREE,21,B,M,N,111,HANDGUN
M11076,3/21/2011,2011,03,644,,WASHINGTON AVEN,21,B,M,N,111,HANDGUN
M11077,3/22/2011,2011,22,900,N,17TH STREET,41,B,M,N,111,HANDGUN
M11100,4/21/2011,2011,22,1827,N,UBER STREET,22,B,M,N,111,HANDGUN
M11101,4/24/2011,2011,19,1341,N,55TH STREET,19,B,M,N,111,HANDGUN
M11103,4/25/2011,2011,18,5107,,IRVING STREET,27,B,M,N,111,HANDGUN
M11104,4/27/2011,2011,16,5101,,RACE STREET,40,B,M,N,111,HANDGUN
M11105,4/28/2011,2011,22,1516,,JUDSON WAY,43,B,M,N,111,HANDGUN
M11106,5/1/2011,2011,22,1300,N,21ST STREET,55,B,M,N,111,HANDGUN
M11107,5/1/2011,2011,01,2034,S,22ND STREET,39,B,M,N,111,HANDGUN
M11108,5/1/2011,2011,39,3000,N,27TH STREET,25,B,M,N,111,HANDGUN
M11109,5/1/2011,2011,03,938,S,4TH STREET,25,B,M,N,111,HANDGUN
M11110,5/4/2011,2011,16,3800,,MELON STREET,21,B,M,N,111,HANDGUN
M11111,5/7/2011,2011,12,5220,,REINHARD STREET,39,B,F,N,111,HANDGUN
M11112,5/9/2011,2011,22,2247,N,CAMAC STREET,23,B,M,N,111,HANDGUN
M11113,5/9/2011,2011,35,4861,N,5TH STREET,27,B,M,N,111,HANDGUN
M11114,5/11/2011,2011,22,1927,,RIDGE AVENUE,21,B,M,N,111,HANDGUN
M11115,5/11/2011,2011,39,2842,N,BROAD STREET,23,B,M,N,111,HANDGUN
M11116,5/13/2011,2011,01,1824,S,18TH STREET,21,B,M,N,111,HANDGUN
M11120,5/18/2011,2011,22,2200,W,JEFFERSON STREE,20,B,M,N,111,HANDGUN
M11121,5/19/2011,2011,26,500,W,YORK STREET,18,B,M,N,111,HANDGUN
M11122,5/20/2011,2011,18,645,S,YEWDALL STREET,23,B,M,N,111,HANDGUN
M11124,5/23/2011,2011,39,2500,W,CAMBRIA AVENUE,19,B,M,N,111,HANDGUN
M11125,5/23/2011,2011,25,174,W,TIBER STREET,18,B,M,N,111,HANDGUN
M11128,5/25/2011,2011,03,982,S,4TH STREET,22,B,M,N,111,HANDGUN
M11130,5/27/2011,2011,12,6500,,GREENWAY AVENUE,21,B,M,N,111,HANDGUN
M11131,5/30/2011,2011,12,6027,,YOCUM STREET,25,B,M,N,111,HANDGUN
M11132,6/1/2011,2011,17,1628,,REED STREET,26,B,M,N,111,HANDGUN
M11133,6/7/2011,2011,14,6100,,BELFIELD STREET,18,B,M,N,111,HANDGUN
M11134,6/11/2011,2011,26,603,W,NORRIS STREET,17,W,M,Y,111,HANDGUN
M11135,6/12/2011,2011,22,2413,W,OXFORD STREET,30,B,M,N,111,HANDGUN
M11136,6/12/2011,2011,22,2413,W,OXFORD STREET,35,B,M,N,111,HANDGUN
M11137,6/12/2011,2011,17,1545,S,ETTING STREET,17,B,M,N,111,HANDGUN
M11138,6/13/2011,2011,12,6800,,GREENWAY AVENUE,22,B,M,N,111,HANDGUN
M11139,6/16/2011,2011,22,2400,N,HOLLYWOOD STREE,22,B,M,N,111,HANDGUN
M11140,6/17/2011,2011,22,1700,N,28TH STREET,18,B,M,N,111,HANDGUN
M11141,6/17/2011,2011,35,5132,,C STREET,38,B,M,N,111,HANDGUN
M11142,6/18/2011,2011,22,2444,N,30TH STREET,16,B,M,N,111,HANDGUN
M11143,6/18/2011,2011,26,2400,N,9TH STREET,59,W,M,Y,111,HANDGUN
M11144,6/20/2011,2011,39,1945,,DENNIE STREET,57,B,M,N,111,HANDGUN
M11145,6/20/2011,2011,05,129,,MARKLE STREET,64,W,F,N,111,HANDGUN
M11147,6/22/2011,2011,07,9540,,NORTHEAST AVENU,71,W,F,N,111,HANDGUN
M11150,6/24/2011,2011,25,1300,W,BUTLER STREET,27,B,M,N,111,HANDGUN
M11151,6/25/2011,2011,22,2500,,RIDGE AVENUE,23,B,M,N,111,HANDGUN
M11152,6/26/2011,2011,01,2600,,JACKSON STREET,48,B,M,N,111,HANDGUN
M11153,6/26/2011,2011,39,4421,,WAYNE AVENUE,43,B,M,N,111,HANDGUN
M11154,6/26/2011,2011,22,2418,,HARLAN STREET,22,B,M,N,111,HANDGUN
M11155,6/26/2011,2011,22,3300,W,DIAMOND STREET,30,B,M,N,111,HANDGUN
M11156,6/28/2011,2011,39,1754,W,JUNIATA STREET,26,B,M,N,111,HANDGUN
M11157,6/29/2011,2011,17,2017,,MORRIS STREET,20,B,M,N,111,HANDGUN
M11159,6/30/2011,2011,02,1600,,UNRUH STREET,18,B,M,N,111,HANDGUN
M11160,7/1/2011,2011,39,5039,,WADE STREET,22,B,M,N,111,HANDGUN
M11161,7/1/2011,2011,17,1600,,CATHERINE STREE,20,B,M,N,111,HANDGUN
M11162,7/1/2011,2011,39,2900,N,JUDSON STREET,24,B,M,N,111,HANDGUN
M11164,7/2/2011,2011,12,2600,S,BONNAFFON STREE,24,B,M,N,111,HANDGUN
M11165,7/2/2011,2011,26,200,W,SUSQUEHANNA AVE,29,B,M,Y,111,HANDGUN
M11166,7/5/2011,2011,35,191,,WIDENER,19,B,M,N,111,HANDGUN
M11167,7/6/2011,2011,06,1351,,BROWN STREET,34,B,M,N,111,HANDGUN
M11168,7/7/2011,2011,39,4416,,CLEVELAND STREE,30,B,M,N,111,HANDGUN
M11169,7/9/2011,2011,22,1128,W,STILES STREET,19,B,M,N,111,HANDGUN
M11171,7/11/2011,2011,39,1400,W,CLEARFIELD STRE,18,B,M,N,111,HANDGUN
M11172,7/12/2011,2011,39,3100,,PATTON STREET,46,B,F,N,111,HANDGUN
M11173,7/12/2011,2011,14,1830,W,CHELTENHAM AVE,46,B,M,N,111,handgun
M11174,7/13/2011,2011,22,1900,W,CUMBERLAND STRE,23,B,M,N,111,HANDGUN
M11176,7/14/2011,2011,25,4731,,ROSEHILL STREET,22,B,M,N,111,HANDGUN
M11177,7/18/2011,2011,02,825,,UNRUH STREET,20,B,M,N,111,HANDGUN
M11178,7/18/2011,2011,35,5746,N,PARK AVENUE,27,B,M,N,111,HANDGUN
M11179,7/19/2011,2011,22,1919,N,32ND STREET,27,B,M,N,111,HANDGUN
M11180,7/23/2011,2011,14,5000,,SHELDON STREET,38,B,F,N,111,HANDGUN
M11182,7/23/2011,2011,26,2225,,EMERALD STREET,20,B,M,N,111,HANDGUN
M11183,7/24/2011,2011,17,1400,S,18TH STREET,24,B,M,N,111,HANDGUN
M11184,7/24/2011,2011,18,5334,,CHESTNUT STREET,18,B,M,N,111,HANDGUN
M11185,7/25/2011,2011,03,1800,S,5TH STREET,25,B,M,N,111,HANDGUN
M11186,7/25/2011,2011,16,5100,,BROWN STREET,49,B,M,N,111,HANDGUN
M11187,7/25/2011,2011,24,1361,,CAREY STREET,20,B,M,N,111,HANDGUN
M11189,7/28/2011,2011,19,6300,,JEFFERSON STREE,22,B,M,N,111,HANDGUN
M11191,8/2/2011,2011,24,3200,,H STREET,21,W,F,N,111,HANDGUN
M11192,8/3/2011,2011,01,2100,,MIFFLIN STREET,24,B,M,N,111,HANDGUN
M11193,8/3/2011,2011,25,3500,N,MARVINE STREET,32,W,M,Y,111,HANDGUN
M11194,8/3/2011,2011,14,111,E,GARFIELD STREET,22,B,M,N,111,HANDGUN
M11195,8/3/2011,2011,35,5987,N,OPAL STREET,24,B,M,N,111,HANDGUN
M11196,8/7/2011,2011,24,2245,E,ANN STREET,22,B,F,N,111,HANDGUN
M11197,8/15/2011,2011,12,5112,,HADFIELD STREET,22,B,M,N,111,HANDGUN
M11198,8/16/2011,2011,07,2350,,TREMONT STREET,25,B,M,N,111,HANDGUN
M11199,8/23/2011,2011,35,227,W,RUSCUMB STREET,36,W,M,Y,111,HANDGUN
M11224,9/10/2011,2011,25,3300,N,13TH STREET,23,B,F,N,111,HANDGUN
M11225,9/11/2011,2011,22,1814,N,NEWKIRK STREET,20,B,M,N,111,HANDGUN
M11226,9/11/2011,2011,26,1000,N,5TH STREET,22,W,M,Y,111,HANDGUN
M11227,9/11/2011,2011,22,2718,W,EYRE STREET,22,B,M,N,111,HANDGUN
M11228,9/11/2011,2011,19,1600,,LINDENWOOD STRE,22,B,M,N,111,HANDGUN
M11229,9/11/2011,2011,19,5200,,MASTER STREET,28,B,M,N,111,HANDGUN
M11230,9/13/2011,2011,17,1300,S,MOLE STREET,23,B,M,N,111,HANDGUN
M11231,9/13/2011,2011,22,2514,N,GRATZ STREET,50,B,M,N,111,HANDGUN
M11232,9/21/2011,2011,25,100,W,CAMBRIA AVENUE,28,B,M,Y,111,HANDGUN
M11234,9/24/2011,2011,22,2300,,CECIL B MOORE A,24,B,M,N,111,HANDGUN
M11235,9/26/2011,2011,25,535,W,CAMBRIA STREET,15,W,M,Y,111,HANDGUN
M11236,9/26/2011,2011,25,3600,,GERMANTOWN AVEN,22,B,M,N,111,HANDGUN
M11237,9/28/2011,2011,26,900,W,DIAMOND STREET,54,B,M,N,111,HANDGUN
M11238,9/28/2011,2011,17,1533,S,26TH STREET,21,B,M,N,111,HANDGUN
M11239,9/28/2011,2011,17,3100,,TASKER STREET,24,B,M,N,111,HANDGUN
M11240,9/29/2011,2011,12,1319,S,57TH STREET,23,B,M,N,111,HANDGUN
M11241,9/30/2011,2011,39,3000,W,CLEARFIELD AVEN,58,B,M,N,111,HANDGUN
M11242,10/1/2011,2011,35,5048,N,5TH STREET,43,W,M,Y,111,HANDGUN
M11243,10/1/2011,2011,12,5748,,BALTIMORE AVENU,44,B,M,N,111,HANDGUN
M11245,10/1/2011,2011,22,1700,W,DAUPHIN STREET,30,B,M,N,111,HANDGUN
M11247,10/2/2011,2011,14,6600,,ROSS STREET,22,B,M,N,111,HANDGUN
M11248,10/3/2011,2011,19,914,N,67TH STREET,21,B,M,N,111,HANDGUN
M11249,10/3/2011,2011,01,2132,S,ETTING TERRACE,23,B,M,N,111,HANDGUN
M11251,10/4/2011,2011,25,3000,N,8TH STREET,36,B,M,N,111,HANDGUN
M11252,10/4/2011,2011,25,3000,N,8TH STREET,38,B,M,N,111,HANDGUN
M11253,10/5/2011,2011,19,14,N,ROBINSON STREET,37,B,M,N,111,HANDGUN
M11255,10/8/2011,2011,19,5812,,MALVERN STREET,31,B,F,N,111,HANDGUN
M11256,10/8/2011,2011,17,3300,,REED STREET,41,B,M,N,111,HANDGUN
M11257,10/9/2011,2011,14,2200,,STENTON AVENUE,53,B,M,N,111,HANDGUN
M11259,10/10/2011,2011,39,4043,,NICE STREET,57,W,M,Y,111,HANDGUN
M11260,10/13/2011,2011,03,1327,S,8TH STREET,47,W,M,Y,111,HANDGUN
M11262,10/15/2011,2011,24,3149,,ARBOR STREET,29,W,M,Y,111,HANDGUN
M11263,10/16/2011,2011,39,2832,N,STILLMAN STREET,17,B,M,N,111,HANDGUN
M11265,10/17/2011,2011,15,5200,,OAKLAND STREET,36,B,M,N,111,HANDGUN
M11267,10/18/2011,2011,35,227,E,ALBANUS STREET,29,B,M,N,111,HANDGUN
M11266,10/17/2011,2011,14,1511,E,CARDENZA ST,31,B,M,N,111,HANDGUN
M11279,10/27/2011,2011,25,3300,,WATERLOO STREET,29,B,M,Y,111,HANDGUN
M11280,10/29/2011,2011,35,1322,,WINDRIM AVENUE,32,B,M,N,111,HANDGUN
M11281,11/1/2011,2011,19,5400,,WYNDALE STREET,25,B,M,N,111,HANDGUN
M11282,11/5/2011,2011,12,4915,,SPRINGFIELD AVE,26,B,M,N,111,HANDGUN
M11284,11/9/2011,2011,17,1200,S,BUCKNELL STREET,40,B,M,N,111,HANDGUN
M11285,11/10/2011,2011,12,5700,,WILLOWS STREET,18,B,M,N,111,HANDGUN
M11287,11/12/2011,2011,35,187,,FERN STREET,20,B,M,N,111,HANDGUN
M11288,11/13/2011,2011,26,1344,E,HEWSON STREET,26,W,M,N,111,HANDGUN
M11289,11/14/2011,2011,24,2024,E,CORNWALL STREET,19,B,M,Y,111,HANDGUN
M11290,11/14/2011,2011,01,2100,,MIFFLIN STREET,24,B,M,N,111,HANDGUN
M11291,11/16/2011,2011,22,3200,W,CUMBERLAND STRE,25,B,M,N,111,HANDGUN
M11292,11/17/2011,2011,19,5100,,LEBANON AVENUE,23,B,M,N,111,HANDGUN
M11293,11/18/2011,2011,22,2600,N,JESSUP STREET,56,B,M,N,111,HANDGUN
M11294,11/19/2011,2011,12,5400,,GIBSON DRIVE,56,B,M,N,111,HANDGUN
M11295,11/19/2011,2011,15,1558,,RUAN STREET,46,B,M,N,111,HANDGUN
M11296,11/22/2011,2011,22,1820,N,22ND STREET,41,B,F,N,111,HANDGUN
M11298,11/23/2011,2011,17,1300,S,15TH STREET,23,W,M,Y,111,HANDGUN
M11299,11/26/2011,2011,25,176,W,WESTMORELAND ST,22,W,M,Y,111,HANDGUN
M11300,11/26/2011,2011,16,873,N,50TH STREET,36,B,M,N,111,HANDGUN
M11302,11/27/2011,2011,12,5628,,MALCOLM STREET,20,B,M,N,111,HANDGUN
M11306,12/3/2011,2011,39,2100,,BELLEVUE STREET,23,B,M,N,111,HANDGUN
M11307,12/5/2011,2011,14,8201,,STENTON AVENUE,36,B,M,N,111,HANDGUN
M11308,12/5/2011,2011,12,1100,S,FRAZER STREET,22,B,M,N,111,HANDGUN
M11310,12/7/2011,2011,24,1800,E,HART LANE STREE,23,B,M,N,111,HANDGUN
M11311,12/7/2011,2011,14,1200,,UPSAL STREET,46,B,M,N,111,HANDGUN
M11313,12/10/2011,2011,22,900,N,WATTS STREET,50,B,M,N,111,HANDGUN
M11314,12/10/2011,2011,18,237,S,ALDEN STREET,28,B,M,N,111,HANDGUN
M11315,12/13/2011,2011,39,2748,W,SELTZER STREET,23,B,M,N,111,HANDGUN
M11316,12/13/2011,2011,19,153,N,57TH STREET,38,B,M,N,111,HANDGUN
M11319,12/19/2011,2011,35,1025,W,RUSCOMB STREET,18,B,M,N,111,HANDGUN
M11320,12/20/2011,2011,35,301,W,RUSCOMB STREET,22,W,M,Y,111,HANDGUN
M11321,12/20/2011,2011,39,2300,W,INDIANA AVENUE,24,B,M,N,111,HANDGUN
M11323,12/23/2011,2011,17,2200,,WILDER STREET,17,B,M,N,111,HANDGUN
M11324,12/23/2011,2011,14,4948,,SHELDON STREET,22,B,M,N,111,HANDGUN
M11325,12/28/2011,2011,19,617,N,57TH STREET,32,B,M,N,111,HANDGUN
M11326,12/29/2011,2011,16,3600,,FAIRMOUNT AVE,33,B,M,N,111,HANDGUN
M11327,12/31/2011,2011,25,1300,W,PIKE STREET,26,B,M,N,111,HANDGUN
M11009,1/14/2011,2011,15,3000,,DEVEREAUX STREE,20,B,M,N,111,HANDGUN
M11010,1/15/2011,2011,25,1300,W,ERIE AVENUE,24,B,M,N,111,HANDGUN
M11012,1/16/2011,2011,39,1643,W,HUNTING PARK AV,22,B,M,N,111,HANDGUN
M11014,1/17/2011,2011,15,5210,,HAWTHORNE STREE,23,B,M,N,111,HANDGUN
M11015,1/17/2011,2011,25,3710,N,10TH STREET,25,B,M,N,111,HANDGUN
M11028,1/29/2011,2011,15,2800,,TYSON AVENUE,25,B,M,N,111,HANDGUN
M11029,1/30/2011,2011,22,2900,W,TURNER STREET,28,B,M,N,111,HANDGUN
M11030,1/30/2011,2011,02,528,,HILL CREEK DRIV,28,B,M,N,111,HANDGUN
M11031,1/30/2011,2011,26,900,W,MASTER STREET,19,B,M,N,111,HANDGUN
M11039,2/11/2011,2011,35,533,E,CLARKSON STREET,21,W,M,N,111,HANDGUN
M11040,2/11/2011,2011,19,1302,N,61ST STREET,22,B,M,N,111,HANDGUN
M11041,2/12/2011,2011,39,220,W,CHELTEN STREET,29,B,M,N,111,HANDGUN
M11042,2/12/2011,2011,12,6028,,GREENWAY AVENUE,30,B,M,N,111,HANDGUN
M11043,2/13/2011,2011,25,3431,,GERMANTOWN AVEN,25,B,M,N,111,HANDGUN
M11044,2/12/2011,2011,24,3358,,RAND STREET,46,B,M,N,111,HANDGUN
M11045,2/13/2011,2011,17,1529,S,GARNET STREET,31,B,M,N,111,HANDGUN
M11046,2/14/2011,2011,15,5430,,RUTLAND STREET,21,B,F,N,111,HANDGUN
M11047,2/14/2011,2011,15,5430,,RUTLAND STREET,19,B,F,N,111,HANDGUN
M11048,2/15/2011,2011,24,3358,,RAND STREET,18,B,F,N,111,HANDGUN
M11049,2/16/2011,2011,02,1340,,VAN KIRK STREET,21,W,M,N,111,HANDGUN
M11032,1/30/2011,2011,12,1049,S,54TH STREET,44,B,M,N,111,HANDGUN
M11033,1/31/2011,2011,25,4453,N,FRANKLIN STREET,19,B,M,N,111,HANDGUN
M11034,2/2/2011,2011,25,2732,N,11TH STREET,27,B,M,N,111,HANDGUN
M11035,2/7/2011,2011,02,800,,ANCHOR STREET,19,W,F,Y,111,HANDGUN
M11037,2/7/2011,2011,19,5642,W,GIRARD AVENUE,20,B,M,N,111,HANDGUN
M11038,2/7/2011,2011,39,3200,,MCMICHAEL STREE,18,B,M,N,111,HANDGUN
M11050,2/17/2011,2011,14,1617,,WADSWORTH AVEN,24,B,M,N,111,HANDGUN
M11051,2/19/2011,2011,15,4691,,HAWTHORNE STREE,20,B,M,N,111,HANDGUN
M11052,2/19/2011,2011,17,1420,,ELLSWORTH STREE,31,B,M,N,111,HANDGUN
M11054,2/20/2011,2011,35,5950,N,2ND STREET,22,B,M,N,111,HANDGUN
M11055,2/20/2011,2011,15,4500,,CASTOR AVENUE,24,B,M,Y,111,HANDGUN
M11056,2/21/2011,2011,39,3700,N,CARLISLE STREET,17,B,M,N,111,HANDGUN
M11067,3/5/2011,2011,22,2201,W,OXFORD STREET,39,B,M,N,111,HANDGUN
M11068,3/5/2011,2011,14,7447,,RUGBY STREET,21,B,M,N,111,HANDGUN
M11069,3/8/2011,2011,14,8200,,WILLIAMS AVENUE,30,B,M,N,111,HANDGUN
M11070,3/8/2011,2011,22,3000,W,CLIFFORD STREET,21,B,M,N,111,HANDGUN
M11073,3/11/2011,2011,25,4301,N,FRONT STREET,27,B,M,N,111,HANDGUN
M11074,3/11/2011,2011,19,67,N,63RD STREET,28,B,M,N,111,HANDGUN
